id,institutionCode,collectionCode,ownerInstitutionCode,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,higherClassification,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,subgenus,specificEpithet,verbatimTaxonRank,infraspecificEpithet,cultivarEpithet,tradeName,taxonRank,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,associatedCollectors,recordNumber,eventDate,eventDate2,eventtime,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,substrate,verbatimAttributes,behavior,vitality,fieldNumber,eventID,informationWithheld,dataGeneralizations,dynamicProperties,associatedSequences,associatedTaxa,reproductiveCondition,establishmentMeans,cultivationStatus,lifeStage,sex,individualCount,samplingProtocol,preparations,locationID,continent,waterBody,islandGroup,island,country,countryCode,stateProvince,county,municipality,locality,locationRemarks,recordSecurity,securityReason,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,sourcePrimaryKey-dbpk,collID,recordID,references,cleanName,calcLat,calcLon,centroidAssigned,georef_notes,geographicPrecision,geometry,countyNameFromJoin,countyFIPS,countyMatch,genusSpecies,Scientific Name,State Rank,Global Rank,Federal Status,onTrackingList
32165420,CSU,,,PreservedSpecimen,0a9a1c4a-fc8c-11e7-954c-a77f7e92f2cc,,CSU1318,,Plantae,Magnoliophyta,,Commelinales,Commelinaceae,Commelina erecta var. erecta,12600.0,,Commelina,,erecta,var.,erecta,,,Variety,,,,,,,,J. Ha,,32,7/8/1994,,,1994.0,7.0,8.0,189.0,,,,,,blue flower,,,,,,,,,,,,,,,,,,,,,,,United States,US,Oklahoma,Osage,,Hominy; 2 mi S of Hominy on Hwy 99,,0,,36.62919133,-96.39846767,,5000.0,,,,,False,Needs to be georeferenced. Coordinates based on county centroid. (OVPD),,,,,,,,,DLW (OVPD),3/30/2021 0:00,CSU1318,538,bc519dbd-3613-4277-b0d3-ad092ef25a86,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=32165420,Osage,36.62919133,-96.39846767,False,,PRECISION UNVERIFIED,POINT (-96.39846767 36.62919133),Osage,40113,True,Commelina erecta var. erecta,,,,,False
32165421,CSU,,,PreservedSpecimen,0aa34428-fc8c-11e7-852c-5f840af08e6f,,CSU1319,,Plantae,Magnoliophyta,,Commelinales,Commelinaceae,Commelina erecta var. erecta,12600.0,,Commelina,,erecta,var.,erecta,,,Variety,,,,,,,,D. N. Allen,,52,7/20/1990,,,1990.0,7.0,20.0,201.0,,,,"roadside, sandy loam",,"small, blue flower arising from bracts",,,,,,,,,,,,,,,,,,,,,,,United States,US,Oklahoma,Blaine,,Watonga; 1 mi E of Watonga,,0,,35.87525118,-98.43345582,,5000.0,,,,,False,Needs to be georeferenced. Coordinates based on county centroid. (OVPD),,,,,,,,,DLW (OVPD),3/30/2021 0:00,CSU1319,538,b78c4563-392b-4ffe-a783-064c070582bc,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=32165421,Blaine,35.87525118,-98.43345582,False,,PRECISION UNVERIFIED,POINT (-98.43345582 35.87525118),Blaine,40011,True,Commelina erecta var. erecta,,,,,False
32165422,CSU,,,PreservedSpecimen,5823e0ea-fc8c-11e7-b7f7-dfd95f29f664,,CSU132,,Plantae,Magnoliophyta,,Saxifragales,Altingiaceae,Liquidambar styraciflua,50916.0,L.,Liquidambar,,styraciflua,,,,,Species,,,,,,,,J. R. Ligor Jr,,2,7/2/1961,,,1961.0,7.0,2.0,183.0,,,,Lawn tree,,,,,,,,,,,,,,,,,,,,,,,,,United States,US,Oklahoma,Oklahoma,,Edmond; 1025 E Hurd St in Norman,,0,,35.55149491,-97.4071989,,5000.0,,,,,False,Needs to be georeferenced. Coordinates based on county centroid. (OVPD),,,,,,,,,HRR (OVPD),3/30/2021 0:00,CSU132,538,8d1c111d-52ae-437e-8f93-a2d28dd7b3af,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=32165422,Oklahoma,35.55149491,-97.4071989,False,,PRECISION UNVERIFIED,POINT (-97.4071989 35.55149491),Oklahoma,40109,True,Liquidambar styraciflua,,,,,False
32165423,CSU,,,PreservedSpecimen,0aa31d18-fc8c-11e7-8799-bbe9a0d1716b,,CSU1320,,Plantae,Magnoliophyta,,Commelinales,Commelinaceae,Commelina erecta var. erecta,12600.0,,Commelina,,erecta,var.,erecta,,,Variety,,,,,,,,W. S. Myers,,s.n.,5/26/1925,,,1925.0,5.0,26.0,146.0,,,,moist soil,,,,,,,,,,,,,,,,,,,,,,,,,United States,US,Oklahoma,Comanche,,Craterville Park,,0,,34.66210125,-98.47166126,,5000.0,,,,,False,Needs to be georeferenced. Coordinates based on county centroid. (OVPD),,,,,,,,,DLW (OVPD),3/30/2021 0:00,CSU1320,538,e6d4b98a-7df7-4097-a4d5-b05b4214e0e1,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=32165423,Comanche,34.66210125,-98.47166126,False,,PRECISION UNVERIFIED,POINT (-98.47166126 34.66210125),Comanche,40031,True,Commelina erecta var. erecta,,,,,False
32165424,CSU,,,PreservedSpecimen,510ac210-fc8c-11e7-9c32-a71fc3502832,,CSU1321,,Plantae,Magnoliophyta,,Commelinales,Commelinaceae,Commelina erecta var. erecta,12600.0,,Commelina,,erecta,var.,erecta,,,Variety,,,,,,,,E. Wardlaw,,25,6/29/1994,,,1994.0,6.0,29.0,180.0,,,,,,blue flower,,,,,,,,,,,,,,,,,,,,,,,United States,US,Oklahoma,Oklahoma,,"Hwy jct; BBW Farm, 0.5 mi E of I-35 on Britton Road",,0,,35.55149491,-97.4071989,,5000.0,,,,,False,Needs to be georeferenced. Coordinates based on county centroid. (OVPD),,,,,,,,,DLW (OVPD),3/30/2021 0:00,CSU1321,538,c9021a02-c36a-4a68-b356-4727f9f5824c,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=32165424,Oklahoma,35.55149491,-97.4071989,False,,PRECISION UNVERIFIED,POINT (-97.4071989 35.55149491),Oklahoma,40109,True,Commelina erecta var. erecta,,,,,False
32165425,CSU,,,PreservedSpecimen,510ac210-fc8c-11e7-9099-7ffa9121d74c,,CSU1322,,Plantae,Magnoliophyta,,Commelinales,Commelinaceae,Commelina erecta var. erecta,12600.0,,Commelina,,erecta,var.,erecta,,,Variety,,,,,,,,C. Clark,,51,7/20/1994,,,1994.0,7.0,20.0,201.0,,,,,,"2 violet petals, 1 white petal",,,,,,,,,,,,,,,,,,,,,,,United States,US,Oklahoma,Oklahoma,,"Road jct; 0.1 mi S of Post Road off 2nd, W side of Road",,0,,35.55149491,-97.4071989,,5000.0,,,,,False,Needs to be georeferenced. Coordinates based on county centroid. (OVPD),,,,,,,,,DLW (OVPD),3/30/2021 0:00,CSU1322,538,92a71568-e995-4b68-80de-1fe0a69fb1a2,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=32165425,Oklahoma,35.55149491,-97.4071989,False,,PRECISION UNVERIFIED,POINT (-97.4071989 35.55149491),Oklahoma,40109,True,Commelina erecta var. erecta,,,,,False
32165426,CSU,,,PreservedSpecimen,3739573e-fc8c-11e7-a11d-ef800e057e4e,,CSU1323,,Plantae,Magnoliophyta,,Commelinales,Commelinaceae,Tradescantia ohiensis,45173.0,Raf.,Tradescantia,,ohiensis,,,,,Species,,,,,,,,L. D. Luna,,12,6/19/1992,,,1992.0,6.0,19.0,171.0,,,,roadside depression; common,,"sheathed leaves, violet petals, yellow stamens",,,,,,,,,,,,,,,,,,,,,,,United States,US,Oklahoma,Osage,,Hwy jct; 11.3 mi W from Hwy 18 on Hwy 60,,0,,36.62919133,-96.39846767,,5000.0,,,,,False,Needs to be georeferenced. Coordinates based on county centroid. (OVPD),,,,,,,,,DLW (OVPD),3/30/2021 0:00,CSU1323,538,e5763d13-800b-4aad-920b-296434ba3bd3,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=32165426,Osage,36.62919133,-96.39846767,False,,PRECISION UNVERIFIED,POINT (-96.39846767 36.62919133),Osage,40113,True,Tradescantia ohiensis,,,,,False
32165427,CSU,,,PreservedSpecimen,3739573e-fc8c-11e7-8947-cf6210a9ba3f,,CSU1324,,Plantae,Magnoliophyta,,Commelinales,Commelinaceae,Tradescantia ohiensis,45173.0,Raf.,Tradescantia,,ohiensis,,,,,Species,,,,,,,,M. A. Acree,,48,6/19/1992,,,1992.0,6.0,19.0,171.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,US,Oklahoma,Osage,,"Kaw Lake; E SH 60, 100.1 mi, 0.4 mi W of Kaw Lake, turn off 100.5 mi S side ditch 11.3 mi W of Hwy 18 [verbatim]",,0,,36.62919133,-96.39846767,,5000.0,,,,,False,Needs to be georeferenced. Coordinates based on county centroid. (OVPD),,,,,,,,,DLW (OVPD),3/30/2021 0:00,CSU1324,538,5585eedc-0e37-4853-af61-09a91742e8d2,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=32165427,Osage,36.62919133,-96.39846767,False,,PRECISION UNVERIFIED,POINT (-96.39846767 36.62919133),Osage,40113,True,Tradescantia ohiensis,,,,,False
32165428,CSU,,,PreservedSpecimen,3739302e-fc8c-11e7-9ca2-43aff80f5491,,CSU1325,,Plantae,Magnoliophyta,,Commelinales,Commelinaceae,Tradescantia ohiensis,45173.0,Raf.,Tradescantia,,ohiensis,,,,,Species,,,,,,,,D. L. Shackelford,,28,7/7/1992,,,1992.0,7.0,7.0,189.0,,,,"roadside, semi rocky soil; common",,"flowers are 3-merous, purple, having yellow stamens",,,,,,,,,,,,,,,,,,,,,,,United States,US,Oklahoma,Oklahoma,,Hwy jct; W side of Covell and I-35,,0,,35.55149491,-97.4071989,,5000.0,,,,,False,Needs to be georeferenced. Coordinates based on county centroid. (OVPD),,,,,,,,,DLW (OVPD),3/30/2021 0:00,CSU1325,538,82e433a5-ecb3-488d-a613-1933f3a2d324,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=32165428,Oklahoma,35.55149491,-97.4071989,False,,PRECISION UNVERIFIED,POINT (-97.4071989 35.55149491),Oklahoma,40109,True,Tradescantia ohiensis,,,,,False
32165429,CSU,,,PreservedSpecimen,3739302e-fc8c-11e7-a2e3-a78df31cf0aa,,CSU1326,,Plantae,Magnoliophyta,,Commelinales,Commelinaceae,Tradescantia ohiensis,45173.0,Raf.,Tradescantia,,ohiensis,,,,,Species,,,,,,,,J. Sneden,,9,4/27/1967,,,1967.0,4.0,27.0,117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,US,Oklahoma,Oklahoma,,Edmond; Fink Park in Edmond,,0,,35.55149491,-97.4071989,,5000.0,,,,,False,Needs to be georeferenced. Coordinates based on county centroid. (OVPD),,,,,,,,,DLW (OVPD),3/30/2021 0:00,CSU1326,538,29a76ed3-5eb3-441a-ba78-def8afa9436b,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=32165429,Oklahoma,35.55149491,-97.4071989,False,,PRECISION UNVERIFIED,POINT (-97.4071989 35.55149491),Oklahoma,40109,True,Tradescantia ohiensis,,,,,False
32165430,CSU,,,PreservedSpecimen,3739091e-fc8c-11e7-8a7a-7baf8fb3dba2,,CSU1327,,Plantae,Magnoliophyta,,Commelinales,Commelinaceae,Tradescantia ohiensis,45173.0,Raf.,Tradescantia,,ohiensis,,,,,Species,,,,,,,,C. Wright,,93,5/5/1971,,,1971.0,5.0,5.0,125.0,,,,roadside,,,,,,,,,,,,,,,,,,,,,,,,,United States,US,Oklahoma,Oklahoma,,Edmond; 4 mi N of Edmond on Hwy 77,,0,,35.55149491,-97.4071989,,5000.0,,,,,False,Needs to be georeferenced. Coordinates based on county centroid. (OVPD),,,,,,,,,DLW (OVPD),3/30/2021 0:00,CSU1327,538,34afc33a-5dc5-49ce-aa19-cd8eb3e7b65f,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=32165430,Oklahoma,35.55149491,-97.4071989,False,,PRECISION UNVERIFIED,POINT (-97.4071989 35.55149491),Oklahoma,40109,True,Tradescantia ohiensis,,,,,False
32165431,CSU,,,PreservedSpecimen,3739091e-fc8c-11e7-8cf0-b75af8697297,,CSU1328,,Plantae,Magnoliophyta,,Commelinales,Commelinaceae,Tradescantia ohiensis,45173.0,Raf.,Tradescantia,,ohiensis,,,,,Species,,,,,,,,C. Gray,,22,4/8/1967,,,1967.0,4.0,8.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,US,Oklahoma,Oklahoma,,Oklahoma City; 4508 NW 11th in Oklahoma City,,0,,35.55149491,-97.4071989,,5000.0,,,,,False,Needs to be georeferenced. Coordinates based on county centroid. (OVPD),,,,,,,,,DLW (OVPD),3/30/2021 0:00,CSU1328,538,2736c048-a7e1-426a-8249-30b6497cbe13,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=32165431,Oklahoma,35.55149491,-97.4071989,False,,PRECISION UNVERIFIED,POINT (-97.4071989 35.55149491),Oklahoma,40109,True,Tradescantia ohiensis,,,,,False
32165432,CSU,,,PreservedSpecimen,0a635408-fc8c-11e7-8f50-8bb0a6816451,,CSU1329,,Plantae,Magnoliophyta,,Commelinales,Commelinaceae,Tradescantia ohiensis,45173.0,Raf.,Tradescantia,,ohiensis,,,,,Species,,,,,,,,N. K. Adams,,67-71,5/5/1967,,,1967.0,5.0,5.0,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,US,Oklahoma,Kiowa,,Quartz Mountain,,0,,34.91636664,-98.98086792,,5000.0,,,,,False,Needs to be georeferenced. Coordinates based on county centroid. (OVPD),,,,,,,,,DLW (OVPD),3/30/2021 0:00,CSU1329,538,711e614d-49d3-4aa0-a00b-a611a8e63fbd,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=32165432,Kiowa,34.91636664,-98.98086792,False,,PRECISION UNVERIFIED,POINT (-98.98086792 34.91636664),Kiowa,40075,True,Tradescantia ohiensis,,,,,False
32165433,CSU,,,PreservedSpecimen,365ed28a-fc8c-11e7-8769-c303aeef2fc2,,CSU133,,Plantae,Magnoliophyta,,Saxifragales,Altingiaceae,Liquidambar styraciflua,50916.0,L.,Liquidambar,,styraciflua,,,,,Species,,,,,,,,O. M. Clark,,2894,6/14/1930,,,1930.0,6.0,14.0,165.0,,,,River bottoms,,,,,,,,,,,,,,,,,,,,,,,,,United States,US,Oklahoma,Latimer,,Talihina; N of Talihina,,0,,34.87605723,-95.25041418,,5000.0,,,,,False,Needs to be georeferenced. Coordinates based on county centroid. (OVPD),,,,,,,,,HRR (OVPD),3/30/2021 0:00,CSU133,538,7acc236c-7ac0-4b11-97ed-c32bcf680695,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=32165433,Latimer,34.87605723,-95.25041418,False,,PRECISION UNVERIFIED,POINT (-95.25041418 34.87605723),Latimer,40077,True,Liquidambar styraciflua,,,,,False
32165434,CSU,,,PreservedSpecimen,3739091e-fc8c-11e7-a556-b3d81f2f2941,,CSU1330,,Plantae,Magnoliophyta,,Commelinales,Commelinaceae,Tradescantia ohiensis,45173.0,Raf.,Tradescantia,,ohiensis,,,,,Species,,,,,,,,D. A. Gardner,,16,7/7/1992,,,1992.0,7.0,7.0,189.0,,,,open field on E side of rd; possibly mowed but not cultivated; common,,flowers blue,,,,,,,,,,,,,,,,,,,,,,,United States,US,Oklahoma,Oklahoma,,"Hwy jct; 0.3 mi SE on Road departing from the intersection on Hwy 66 and Hiawasee, E side of Road",,0,,35.55149491,-97.4071989,,5000.0,,,,,False,Needs to be georeferenced. Coordinates based on county centroid. (OVPD),,,,,,,,,DLW (OVPD),3/30/2021 0:00,CSU1330,538,2f524fdc-1567-4319-a718-95b122b6da3c,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=32165434,Oklahoma,35.55149491,-97.4071989,False,,PRECISION UNVERIFIED,POINT (-97.4071989 35.55149491),Oklahoma,40109,True,Tradescantia ohiensis,,,,,False
32165435,CSU,,,PreservedSpecimen,3738e20e-fc8c-11e7-bce7-ffde07b3b8f4,,CSU1331,,Plantae,Magnoliophyta,,Commelinales,Commelinaceae,Tradescantia ohiensis,45173.0,Raf.,Tradescantia,,ohiensis,,,,,Species,,,,,,,,K. Bartness,,11,6/19/1992,,,1992.0,6.0,19.0,171.0,,,,roadside ditch; very common,,purple flowers,,,,,,,,,,,,,,,,,,,,,,,United States,US,Oklahoma,Osage,,Hwy jct; 11.3 mi W from Hwy 18 on Hwy 60,,0,,36.62919133,-96.39846767,,5000.0,,,,,False,Needs to be georeferenced. Coordinates based on county centroid. (OVPD),,,,,,,,,DLW (OVPD),3/30/2021 0:00,CSU1331,538,bb852813-67f8-4af4-bccf-80ea20294562,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=32165435,Osage,36.62919133,-96.39846767,False,,PRECISION UNVERIFIED,POINT (-96.39846767 36.62919133),Osage,40113,True,Tradescantia ohiensis,,,,,False
32165436,CSU,,,PreservedSpecimen,3738e20e-fc8c-11e7-8da5-570c35b172b1,,CSU1333,,Plantae,Magnoliophyta,,Commelinales,Commelinaceae,Tradescantia ohiensis,45173.0,Raf.,Tradescantia,,ohiensis,,,,,Species,,,,,,,,J. R. Van Horn,,20,7/20/1959,,,1959.0,7.0,20.0,201.0,,,,soil was firm and loamy,,,,,,,,,,,,,,,,,,,,,,,,,United States,US,Oklahoma,Oklahoma,,Edmond; football field of Central State College,,0,,35.55149491,-97.4071989,,5000.0,,,,,False,Needs to be georeferenced. Coordinates based on county centroid. (OVPD),,,,,,,,,DLW (OVPD),3/30/2021 0:00,CSU1333,538,5f34e5e8-2ec1-4575-a632-e2d8286fe985,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=32165436,Oklahoma,35.55149491,-97.4071989,False,,PRECISION UNVERIFIED,POINT (-97.4071989 35.55149491),Oklahoma,40109,True,Tradescantia ohiensis,,,,,False
32165437,CSU,,,PreservedSpecimen,3738bafe-fc8c-11e7-9b3b-9fa7f1d2f2ec,,CSU1334,,Plantae,Magnoliophyta,,Commelinales,Commelinaceae,Tradescantia ohiensis,45173.0,Raf.,Tradescantia,,ohiensis,,,,,Species,,,,,,,,J. J. Hardin,,62,5/5/1967,,,1967.0,5.0,5.0,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,US,Oklahoma,Oklahoma,,Edmond; Fink Park in Edmond,,0,,35.55149491,-97.4071989,,5000.0,,,,,False,Needs to be georeferenced. Coordinates based on county centroid. (OVPD),,,,,,,,,DLW (OVPD),3/30/2021 0:00,CSU1334,538,9dc86598-9aa8-4bfe-91dd-ace368c94f87,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=32165437,Oklahoma,35.55149491,-97.4071989,False,,PRECISION UNVERIFIED,POINT (-97.4071989 35.55149491),Oklahoma,40109,True,Tradescantia ohiensis,,,,,False
32165438,CSU,,,PreservedSpecimen,3738bafe-fc8c-11e7-bb28-7f2e814dc221,,CSU1335,,Plantae,Magnoliophyta,,Commelinales,Commelinaceae,Tradescantia ohiensis,45173.0,Raf.,Tradescantia,,ohiensis,,,,,Species,,,,,,,,B. Martin,,26,4/17/1967,,,1967.0,4.0,17.0,107.0,,,,field,,,,,,,,,,,,,,,,,,,,,,,,,United States,US,Oklahoma,Oklahoma,,Edmond; field adjacent to parking area south of new Central State College student union,,0,,35.55149491,-97.4071989,,5000.0,,,,,False,Needs to be georeferenced. Coordinates based on county centroid. (OVPD),,,,,,,,,DLW (OVPD),3/30/2021 0:00,CSU1335,538,1bd1a670-8262-4205-ad24-66d0ea1756ab,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=32165438,Oklahoma,35.55149491,-97.4071989,False,,PRECISION UNVERIFIED,POINT (-97.4071989 35.55149491),Oklahoma,40109,True,Tradescantia ohiensis,,,,,False
32165439,CSU,,,PreservedSpecimen,373893ee-fc8c-11e7-ad01-6f3a5e51447f,,CSU1337,,Plantae,Magnoliophyta,,Commelinales,Commelinaceae,Tradescantia ohiensis,45173.0,Raf.,Tradescantia,,ohiensis,,,,,Species,,,,,,,,A. L. Carey,,66,5/1/1976,,,1976.0,5.0,1.0,122.0,,,,roadside,,,,,,,,,,,,,,,,,,,,,,,,,United States,US,Oklahoma,Oklahoma,,Edmond; CSU football field,,0,,35.55149491,-97.4071989,,5000.0,,,,,False,Needs to be georeferenced. Coordinates based on county centroid. (OVPD),,,,,,,,,DLW (OVPD),3/30/2021 0:00,CSU1337,538,854280a7-1cfa-4f24-88b3-7d99e3c73d5e,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=32165439,Oklahoma,35.55149491,-97.4071989,False,,PRECISION UNVERIFIED,POINT (-97.4071989 35.55149491),Oklahoma,40109,True,Tradescantia ohiensis,,,,,False
32165440,CSU,,,PreservedSpecimen,56712186-fc8c-11e7-9278-938e988bb016,,CSU13372,,Plantae,Magnoliophyta,,Commelinales,Commelinaceae,Tradescantia ernestiana,103747.0,E.S. Anderson & Woodson,Tradescantia,,ernestiana,,,,,Species,,,,,,,,R. Bebb,,5078,4/24/1940,,,1940.0,4.0,24.0,115.0,,,,In wooded ravine,,,,,,,,,,,,,,,,,,,,,,,,,United States,US,Oklahoma,Muskogee,,unknown,,0,,35.61609454,-95.37948727,,5000.0,,,,,False,Needs to be georeferenced. Coordinates based on county centroid. (OVPD),,,,,,,,,HRR (OVPD),3/30/2021 0:00,CSU13372,538,3c121353-49f0-477c-bfc2-0a566f181822,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=32165440,Muskogee,35.61609454,-95.37948727,False,,PRECISION UNVERIFIED,POINT (-95.37948727 35.61609454),Muskogee,40101,True,Tradescantia ernestiana,Tradescantia ernestiana,S2,G3G4Q,,True
32165464,CSU,,,PreservedSpecimen,373893ee-fc8c-11e7-960a-975493059f07,,CSU1338,,Plantae,Magnoliophyta,,Commelinales,Commelinaceae,Tradescantia ohiensis,45173.0,Raf.,Tradescantia,,ohiensis,,,,,Species,,,,,,,,S. Shriner,,40,7/1/1977,,,1977.0,7.0,1.0,182.0,,,,prairie,,,,,,,,,,,,,,,,,,,,,,,,,United States,US,Oklahoma,Logan,,Baggerly woods,,0,,35.91932291,-97.44331068,,5000.0,,,,,False,Needs to be georeferenced. Coordinates based on county centroid. (OVPD),,,,,,,,,DLW (OVPD),3/30/2021 0:00,CSU1338,538,57205726-cb45-40bc-a721-3dde59e292bc,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=32165464,Logan,35.91932291,-97.44331068,False,,PRECISION UNVERIFIED,POINT (-97.44331068 35.91932291),Logan,40083,True,Tradescantia ohiensis,,,,,False
32165465,CSU,,,PreservedSpecimen,37386cd4-fc8c-11e7-87f0-2f626bcc2407,,CSU1339,,Plantae,Magnoliophyta,,Commelinales,Commelinaceae,Tradescantia ohiensis,45173.0,Raf.,Tradescantia,,ohiensis,,,,,Species,,,,,,,,L. L. Hittle,,s.n.,6/4/1960,,,1960.0,6.0,4.0,156.0,,,,on Garber sandstone,,,,,,,,,,,,,,,,,,,,,,,,,United States,US,Oklahoma,Cleveland,,Norman; 8 mi SE of Norman,,0,,35.20311804,-97.32668148,,5000.0,,,,,False,Needs to be georeferenced. Coordinates based on county centroid. (OVPD),,,,,,,,,DLW (OVPD),3/30/2021 0:00,CSU1339,538,5276dca2-d7a4-447b-b3c9-473b0a2657f3,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=32165465,Cleveland,35.20311804,-97.32668148,False,,PRECISION UNVERIFIED,POINT (-97.32668148 35.20311804),Cleveland,40027,True,Tradescantia ohiensis,,,,,False
32165466,CSU,,,PreservedSpecimen,37386cd4-fc8c-11e7-810f-ab9b548a5797,,CSU1340,,Plantae,Magnoliophyta,,Commelinales,Commelinaceae,Tradescantia ohiensis,45173.0,Raf.,Tradescantia,,ohiensis,,,,,Species,,,,,,,,T. J. Sanders,,s.n.,6/27/1959,,,1959.0,6.0,27.0,178.0,,,,sandy soil,,,,,,,,,,,,,,,,,,,,,,,,,United States,US,Oklahoma,Okfuskee,,Oklahoma City; SE of Oklahoma City,,0,,35.46545814,-96.3228016,,5000.0,,,,,False,Needs to be georeferenced. Coordinates based on county centroid. (OVPD),,,,,,,,,DLW (OVPD),3/30/2021 0:00,CSU1340,538,14f089e4-8527-4f71-9f7c-454df79d3146,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=32165466,Okfuskee,35.46545814,-96.3228016,False,,PRECISION UNVERIFIED,POINT (-96.3228016 35.46545814),Okfuskee,40107,True,Tradescantia ohiensis,,,,,False
32165467,CSU,,,PreservedSpecimen,373845c4-fc8c-11e7-ac7a-cb98b8cec163,,CSU1341,,Plantae,Magnoliophyta,,Commelinales,Commelinaceae,Tradescantia ohiensis,45173.0,Raf.,Tradescantia,,ohiensis,,,,,Species,,,,,,,,V. H. [verbatim],,s.n.,5/8/1948,,,1948.0,5.0,8.0,129.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,US,Oklahoma,Murray,,Arbuckle Mountains,,0,,34.43233,-97.19091,,5000.0,,Bruce Hoagland (OVPD),,Google Earth,True,Coordinates based on centroid for Arbuckle Mountains in Murray County (OVPD),,,,,,,,,DLW (OVPD),3/30/2021 0:00,CSU1341,538,6d7f5188-33c5-405c-bd79-aea8eb7f5885,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=32165467,Murray,34.43233,-97.19091,False,,PRECISE,POINT (-97.19091 34.43233),Murray,40099,True,Tradescantia ohiensis,,,,,False
32165468,CSU,,,PreservedSpecimen,373845c4-fc8c-11e7-a74c-f33ee0566f2a,,CSU1342,,Plantae,Magnoliophyta,,Commelinales,Commelinaceae,Tradescantia ohiensis,45173.0,Raf.,Tradescantia,,ohiensis,,,,,Species,,,,,,,,S. L. McGuire,,11,7/5/1990,,,1990.0,7.0,5.0,186.0,,,,moist roadside ditch with grasses,,"flowers purple, most other specimens post-blooming",,,,,,,,,,,,,,,,,,,,,,,United States,US,Oklahoma,Oklahoma,,Choctaw; NE 10th and Henny Road in Choctaw,,0,,35.55149491,-97.4071989,,5000.0,,,,,False,Needs to be georeferenced. Coordinates based on county centroid. (OVPD),,,,,,,,,DLW (OVPD),3/30/2021 0:00,CSU1342,538,ff174c66-6343-4ffd-ad4b-d082a12978d9,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=32165468,Oklahoma,35.55149491,-97.4071989,False,,PRECISION UNVERIFIED,POINT (-97.4071989 35.55149491),Oklahoma,40109,True,Tradescantia ohiensis,,,,,False
32165469,CSU,,,PreservedSpecimen,373845c4-fc8c-11e7-8942-77f42f6aecbf,,CSU1343,,Plantae,Magnoliophyta,,Commelinales,Commelinaceae,Tradescantia ohiensis,45173.0,Raf.,Tradescantia,,ohiensis,,,,,Species,,,,,,,,M. Hopkins and M. Van Valkenburg,,4772,5/9/1940,,,1940.0,5.0,9.0,130.0,,,,steep lopes and gully bottoms of xeric pasture in Viola lime formation,,,,,,,,,,,,,,,,,,,,,,,,,United States,US,Oklahoma,Murray,,Arbuckle Mountains,,0,,34.43233,-97.19091,,5000.0,,Bruce Hoagland (OVPD),,Google Earth,True,Coordinates based on centroid for Arbuckle Mountains in Murray County (OVPD),,,,,,,,,DLW (OVPD),3/30/2021 0:00,CSU1343,538,c2bdde10-b742-4020-80b9-ab6edab469fa,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=32165469,Murray,34.43233,-97.19091,False,,PRECISE,POINT (-97.19091 34.43233),Murray,40099,True,Tradescantia ohiensis,,,,,False
